id,checkid,checkingpeer,p2pcheckstsatus,time
10585,5293,flashern,Start,10:46
10586,5293,flashern,Failure,17:29
10587,5294,waresher,Start,09:33
10588,5294,waresher,Success,08:32
10589,5295,scrimgeo,Start,16:04
10590,5295,scrimgeo,Success,10:22
10591,5296,knikia,Start,09:57
10592,5296,knikia,Success,16:16
10593,5297,norridge,Start,13:37
10594,5297,norridge,Failure,05:53
10595,5298,daniawen,Start,08:20
10596,5298,daniawen,Success,14:50
10597,5299,dogletho,Start,22:58
10598,5299,dogletho,Success,20:08
10599,5300,neldaqui,Start,19:07
10600,5300,neldaqui,Success,08:56
10601,5301,ajhin,Start,20:32
10602,5301,ajhin,Failure,21:45
10603,5302,rdontos,Start,21:21
10604,5302,rdontos,Success,22:46
10605,5303,desirelo,Start,02:50
10606,5303,desirelo,Success,12:12
10607,5304,cshara,Start,22:58
10608,5304,cshara,Success,22:58
10609,5305,nicolsha,Start,18:42
10610,5305,nicolsha,Success,06:06
10611,5306,akiraren,Start,10:10
10612,5306,akiraren,Failure,05:05
10613,5307,withersh,Start,00:12
10614,5307,withersh,Failure,07:31
10615,5308,aemmafre,Start,14:02
10616,5308,aemmafre,Success,00:12
10617,5309,tblitzcr,Start,15:15
10618,5309,tblitzcr,Failure,19:07
10619,5310,norridge,Start,12:12
10620,5310,norridge,Failure,13:13
10621,5311,hlowell,Start,14:02
10622,5311,hlowell,Failure,23:11
10623,5312,kathyhan,Start,02:50
10624,5312,kathyhan,Failure,17:53
10625,5313,loriross,Start,15:39
10626,5313,loriross,Failure,17:17
10627,5314,romildab,Start,20:44
10628,5314,romildab,Success,14:50
10629,5315,capacitg,Start,08:44
10630,5315,capacitg,Failure,07:07
10631,5316,Yuriy,Start,18:30
10632,5316,Yuriy,Failure,07:55
10633,5317,mollosev,Start,17:41
10634,5317,mollosev,Failure,05:41
10635,5318,littleca,Start,08:32
10636,5318,littleca,Failure,09:45
10637,5319,kathyhan,Start,02:02
10638,5319,kathyhan,Success,06:54
10639,5320,golemtam,Start,15:51
10640,5320,golemtam,Success,16:40
10641,5321,molliekh,Start,08:08
10642,5321,molliekh,Failure,05:29
10643,5322,akiraren,Start,07:55
10644,5322,akiraren,Failure,21:45
10645,5323,julietah,Start,21:57
10646,5323,julietah,Failure,01:37
10647,5324,willylyd,Start,04:52
10648,5324,willylyd,Success,00:24
10649,5325,cgreenbe,Start,20:44
10650,5325,cgreenbe,Failure,01:49
10651,5326,biodiese,Start,02:50
10652,5326,biodiese,Failure,15:39
10653,5327,scrimgeo,Start,04:04
10654,5327,scrimgeo,Success,00:48
10655,5328,accordij,Start,08:20
10656,5328,accordij,Failure,11:23
10657,5329,butterps,Start,14:50
10658,5329,butterps,Success,06:42
10659,5330,boostery,Start,01:37
10660,5330,boostery,Failure,23:59
10661,5331,sandorme,Start,04:52
10662,5331,sandorme,Failure,19:43
10663,5332,ninetale,Start,15:03
10664,5332,ninetale,Success,16:52
10665,5333,gwakame,Start,11:35
10666,5333,gwakame,Failure,15:27
10667,5334,sunnitif,Start,19:19
10668,5334,sunnitif,Failure,17:05
10669,5335,mortylar,Start,01:37
10670,5335,mortylar,Success,20:20
10671,5336,kaleighh,Start,20:56
10672,5336,kaleighh,Success,16:28
10673,5337,aethando,Start,09:09
10674,5337,aethando,Failure,09:33
10675,5338,perrosde,Start,18:06
10676,5338,perrosde,Success,10:34
10677,5339,harmluci,Start,11:47
10678,5339,harmluci,Failure,15:39
10679,5340,alishian,Start,22:22
10680,5340,alishian,Failure,17:29
10681,5341,stewartn,Start,13:49
10682,5341,stewartn,Failure,17:29
10683,5342,emelinel,Start,18:30
10684,5342,emelinel,Success,00:48
10685,5343,diabloan,Start,14:50
10686,5343,diabloan,Success,06:06
10687,5344,Andrew,Start,20:08
10688,5344,Andrew,Success,12:24
10689,5345,nerissas,Start,02:02
10690,5345,nerissas,Failure,19:43
10691,5346,jenegabr,Start,12:12
10692,5346,jenegabr,Failure,17:29
10693,5347,millykir,Start,16:04
10694,5347,millykir,Failure,21:45
10695,5348,gtoraq,Start,16:52
10696,5348,gtoraq,Failure,07:31
10697,5349,littleca,Start,19:55
10698,5349,littleca,Failure,21:33
10699,5350,jivern,Start,11:35
10700,5350,jivern,Failure,13:49
10701,5351,desirelo,Start,04:16
10702,5351,desirelo,Success,08:32
10703,5352,hjerilyn,Start,02:26
10704,5352,hjerilyn,Failure,13:13
10705,5353,mauricio,Start,08:20
10706,5353,mauricio,Failure,05:05
10707,5354,littleca,Start,22:46
10708,5354,littleca,Success,10:34
10709,5355,biodiese,Start,21:45
10710,5355,biodiese,Failure,07:19
10711,5356,maliqdot,Start,09:21
10712,5356,maliqdot,Failure,17:29
10713,5357,sgoldenf,Start,00:36
10714,5357,sgoldenf,Success,00:36
10715,5358,millykir,Start,12:48
10716,5358,millykir,Failure,21:45
10717,5359,daniawen,Start,16:04
10718,5359,daniawen,Success,22:22
10719,5360,toffeeco,Start,01:25
10720,5360,toffeeco,Success,12:36
10721,5361,mortylar,Start,00:36
10722,5361,mortylar,Success,08:44
10723,5362,duurmopa,Start,18:42
10724,5362,duurmopa,Failure,03:27
10725,5363,ninetale,Start,16:04
10726,5363,ninetale,Failure,05:29
10727,5364,mistidem,Start,22:10
10728,5364,mistidem,Success,10:10
10729,5365,mordnore,Start,16:16
10730,5365,mordnore,Success,14:14
10731,5366,professo,Start,08:44
10732,5366,professo,Failure,13:13
10733,5367,joellebo,Start,07:07
10734,5367,joellebo,Failure,15:27
10735,5368,rorgeelp,Start,21:57
10736,5368,rorgeelp,Success,12:00
10737,5369,sshunpik,Start,23:35
10738,5369,sshunpik,Failure,03:15
10739,5370,malenaro,Start,10:10
10740,5370,malenaro,Failure,05:05
10741,5371,gylbertk,Start,07:55
10742,5371,gylbertk,Failure,07:43
10743,5372,jenegabr,Start,19:55
10744,5372,jenegabr,Failure,19:31
10745,5373,maryanna,Start,20:20
10746,5373,maryanna,Failure,21:33
10747,5374,wmicha,Start,19:55
10748,5374,wmicha,Success,08:56
10749,5375,sperses,Start,14:38
10750,5375,sperses,Success,18:30
10751,5376,gehnbrig,Start,06:54
10752,5376,gehnbrig,Failure,09:57
10753,5377,judgejal,Start,18:30
10754,5377,judgejal,Failure,15:27
10755,5378,horacene,Start,15:51
10756,5378,horacene,Success,10:58
10757,5379,mzoraida,Start,04:04
10758,5379,mzoraida,Failure,11:47
10759,5380,jenegabr,Start,17:05
10760,5380,jenegabr,Success,22:34
10761,5381,abbeyrus,Start,09:57
10762,5381,abbeyrus,Success,10:10
10763,5382,nwiley,Start,04:04
10764,5382,nwiley,Success,20:44
10765,5383,takemiym,Start,20:44
10766,5383,takemiym,Failure,15:03
10767,5384,roggosce,Start,01:37
10768,5384,roggosce,Success,06:06
10769,5385,ternesim,Start,19:31
10770,5385,ternesim,Failure,15:51
10771,5386,waltlate,Start,15:39
10772,5386,waltlate,Failure,15:27
10773,5387,angelena,Start,18:42
10774,5387,angelena,Success,22:10
10775,5388,fbillye,Start,09:57
10776,5388,fbillye,Failure,21:33
10777,5389,jgerrick,Start,06:06
10778,5389,jgerrick,Failure,05:41
10779,5390,harrietb,Start,10:22
10780,5390,harrietb,Failure,09:57
10781,5391,angelena,Start,20:20
10782,5391,angelena,Success,18:54
10783,5392,withersh,Start,00:00
10784,5392,withersh,Failure,21:09
10785,5393,ternesim,Start,23:47
10786,5393,ternesim,Failure,03:15
10787,5394,rammuseu,Start,06:54
10788,5394,rammuseu,Success,12:48
10789,5395,ternesim,Start,11:23
10790,5395,ternesim,Failure,05:29
10791,5396,aethando,Start,13:37
10792,5396,aethando,Success,04:04
10793,5397,barnards,Start,02:38
10794,5397,barnards,Success,18:30
10795,5398,carllane,Start,13:01
10796,5398,carllane,Success,02:38
10797,5399,vanesabo,Start,12:24
10798,5399,vanesabo,Failure,05:05
10799,5400,wallacei,Start,09:57
10800,5400,wallacei,Success,14:50
10801,5401,umfredir,Start,10:22
10802,5401,umfredir,Success,00:48
10803,5402,nerissas,Start,00:12
10804,5402,nerissas,Failure,03:27
10805,5403,ajhin,Start,22:22
10806,5403,ajhin,Failure,11:23
10807,5404,mavissig,Start,09:09
10808,5404,mavissig,Success,12:48
10809,5405,hcarolee,Start,08:08
10810,5405,hcarolee,Success,22:46
10811,5406,vanesabo,Start,04:16
10812,5406,vanesabo,Success,12:00
10813,5407,e.bogachuk,Start,09:21
10814,5407,e.bogachuk,Success,00:48
10815,5408,malenaro,Start,17:41
10816,5408,malenaro,Success,10:46
10817,5409,diabloan,Start,00:12
10818,5409,diabloan,Success,22:22
10819,5410,drahardo,Start,22:10
10820,5410,drahardo,Success,14:14
10821,5411,richesea,Start,10:10
10822,5411,richesea,Success,06:42
10823,5412,hlowell,Start,23:11
10824,5412,hlowell,Success,18:06
10825,5413,jenegabr,Start,23:59
10826,5413,jenegabr,Failure,11:35
10827,5414,karleenk,Start,04:04
10828,5414,karleenk,Failure,21:09
10829,5415,adrienne,Start,16:40
10830,5415,adrienne,Success,18:06
10831,5416,hamishcl,Start,21:45
10832,5416,hamishcl,Success,16:52
10833,5417,werewolf,Start,14:38
10834,5417,werewolf,Success,02:38
10835,5418,adrienne,Start,20:32
10836,5418,adrienne,Success,04:16
10837,5419,mordnore,Start,10:22
10838,5419,mordnore,Failure,07:43
10839,5420,galionme,Start,04:40
10840,5420,galionme,Success,06:06
10841,5421,zoraidab,Start,04:28
10842,5421,zoraidab,Failure,11:35
10843,5422,kathyhan,Start,15:27
10844,5422,kathyhan,Success,00:36
10845,5423,santagam,Start,00:12
10846,5423,santagam,Success,20:20
10847,5424,bromanyt,Start,09:33
10848,5424,bromanyt,Success,14:26
10849,5425,millykir,Start,10:22
10850,5425,millykir,Success,08:32
10851,5426,roggosce,Start,15:39
10852,5426,roggosce,Failure,19:07
10853,5427,horacene,Start,00:24
10854,5427,horacene,Failure,23:23
10855,5428,cindycan,Start,21:33
10856,5428,cindycan,Failure,09:45
10857,5429,iseadra,Start,12:36
10858,5429,iseadra,Success,08:32
10859,5430,jeanenea,Start,20:56
10860,5430,jeanenea,Success,08:44
10861,5431,umfredra,Start,19:55
10862,5431,umfredra,Failure,21:33
10863,5432,aedie,Start,07:31
10864,5432,aedie,Failure,05:41
10865,5433,golemtam,Start,08:20
10866,5433,golemtam,Success,18:06
10867,5434,hspeaker,Start,11:59
10868,5434,hspeaker,Failure,15:39
10869,5435,hatchesn,Start,02:02
10870,5435,hatchesn,Failure,07:19
10871,5436,rinkodaw,Start,18:30
10872,5436,rinkodaw,Failure,07:19
10873,5437,harrietb,Start,15:39
10874,5437,harrietb,Failure,13:01
10875,5438,shenmurr,Start,14:26
10876,5438,shenmurr,Failure,09:09
10877,5439,drahardo,Start,23:35
10878,5439,drahardo,Success,22:58
10879,5440,knikia,Start,09:57
10880,5440,knikia,Success,02:14
10881,5441,hanalesh,Start,18:42
10882,5441,hanalesh,Success,12:36
10883,5442,loriross,Start,06:18
10884,5442,loriross,Success,10:34
10885,5443,harrietb,Start,04:16
10886,5443,harrietb,Failure,23:59
10887,5444,lsloey,Start,12:00
10888,5444,lsloey,Failure,05:29
10889,5445,hcarolee,Start,08:20
10890,5445,hcarolee,Failure,15:15
10891,5446,sfleta,Start,21:33
10892,5446,sfleta,Failure,21:33
10893,5447,ccassell,Start,07:55
10894,5447,ccassell,Failure,11:59
10895,5448,camumu,Start,16:40
10896,5448,camumu,Failure,17:05
10897,5449,coratant,Start,12:24
10898,5449,coratant,Failure,09:45
10899,5450,symeonro,Start,11:35
10900,5450,symeonro,Success,20:32
10901,5451,clemenha,Start,14:26
10902,5451,clemenha,Success,10:34
10903,5452,aemmafre,Start,16:40
10904,5452,aemmafre,Success,00:00
10905,5453,ternesim,Start,20:08
10906,5453,ternesim,Success,04:28
10907,5454,rebeccaa,Start,05:17
10908,5454,rebeccaa,Success,08:32
10909,5455,maryanna,Start,19:55
10910,5455,maryanna,Success,04:16
10911,5456,papawfen,Start,18:54
10912,5456,papawfen,Failure,03:03
10913,5457,torell,Start,03:03
10914,5457,torell,Success,10:46
10915,5458,hjerilyn,Start,19:07
10916,5458,hjerilyn,Success,04:04
10917,5459,santagam,Start,19:43
10918,5459,santagam,Success,22:58
10919,5460,sharkjos,Start,02:38
10920,5460,sharkjos,Failure,19:55
10921,5461,maliqdot,Start,09:09
10922,5461,maliqdot,Success,20:08
10923,5462,macygabr,Start,12:12
10924,5462,macygabr,Success,20:44
10925,5463,shenmurr,Start,18:30
10926,5463,shenmurr,Failure,09:21
10927,5464,tinydook,Start,16:16
10928,5464,tinydook,Success,00:48
10929,5465,malenaro,Start,16:28
10930,5465,malenaro,Failure,15:51
10931,5466,ebonicra,Start,05:41
10932,5466,ebonicra,Success,06:42
10933,5467,diabloan,Start,19:43
10934,5467,diabloan,Success,08:56
10935,5468,loarlyne,Start,16:04
10936,5468,loarlyne,Success,12:12
10937,5469,erikursi,Start,11:11
10938,5469,erikursi,Failure,11:35
10939,5470,gemmaeme,Start,13:01
10940,5470,gemmaeme,Failure,13:49
10941,5471,mavissig,Start,20:20
10942,5471,mavissig,Failure,23:59
10943,5472,literall,Start,10:10
10944,5472,literall,Failure,15:39
10945,5473,sommerha,Start,04:40
10946,5473,sommerha,Success,08:56
10947,5474,estaedmo,Start,14:26
10948,5474,estaedmo,Failure,07:43
10949,5475,mistidem,Start,06:06
10950,5475,mistidem,Success,14:02
10951,5476,harrietb,Start,14:26
10952,5476,harrietb,Failure,15:51
10953,5477,morrigen,Start,22:34
10954,5477,morrigen,Failure,01:49
10955,5478,englishk,Start,15:15
10956,5478,englishk,Failure,09:33
10957,5479,mashagwi,Start,22:46
10958,5479,mashagwi,Success,14:02
10959,5480,camumu,Start,22:34
10960,5480,camumu,Success,08:56
10961,5481,capacitg,Start,06:06
10962,5481,capacitg,Failure,07:43
10963,5482,hazelnut,Start,00:48
10964,5482,hazelnut,Failure,01:49
10965,5483,biodiese,Start,03:15
10966,5483,biodiese,Success,02:14
10967,5484,supertha,Start,06:06
10968,5484,supertha,Success,14:14
10969,5485,carllane,Start,15:27
10970,5485,carllane,Success,00:48
10971,5486,horacene,Start,07:07
10972,5486,horacene,Success,08:20
10973,5487,jorgedom,Start,06:18
10974,5487,jorgedom,Success,08:20
10975,5488,ccassell,Start,13:37
10976,5488,ccassell,Failure,11:11
10977,5489,meghanki,Start,08:56
10978,5489,meghanki,Success,08:44
10979,5490,marquita,Start,19:31
10980,5490,marquita,Success,02:50
10981,5491,Yuriy,Start,10:22
10982,5491,Yuriy,Success,18:30
10983,5492,abbeyrus,Start,08:44
10984,5492,abbeyrus,Success,20:44
10985,5493,Andrew,Start,04:28
10986,5493,Andrew,Failure,07:43
10987,5494,barbiesa,Start,18:42
10988,5494,barbiesa,Success,20:44
10989,5495,tblitzcr,Start,19:07
10990,5495,tblitzcr,Success,06:30
10991,5496,windhelg,Start,23:11
10992,5496,windhelg,Success,00:24
10993,5497,dotharer,Start,15:03
10994,5497,dotharer,Success,02:02
10995,5498,kwukong,Start,14:02
10996,5498,kwukong,Failure,19:31
10997,5499,tandrasc,Start,11:23
10998,5499,tandrasc,Failure,03:15
10999,5500,mistidem,Start,18:42
11000,5500,mistidem,Failure,13:37
11001,5501,akiraren,Start,12:36
11002,5501,akiraren,Failure,17:29
11003,5502,kerenhor,Start,02:26
11004,5502,kerenhor,Failure,05:53
11005,5503,kcresswe,Start,09:45
11006,5503,kcresswe,Success,04:40
11007,5504,angelena,Start,02:26
11008,5504,angelena,Failure,19:07
11009,5505,ronniele,Start,01:13
11010,5505,ronniele,Failure,13:25
11011,5506,rammuseu,Start,05:29
11012,5506,rammuseu,Success,22:10
11013,5507,rebeccaa,Start,21:21
11014,5507,rebeccaa,Failure,09:21
11015,5508,xerminia,Start,05:05
11016,5508,xerminia,Success,04:40
11017,5509,aemmafre,Start,16:16
11018,5509,aemmafre,Success,10:10
11019,5510,maryanna,Start,07:19
11020,5510,maryanna,Success,08:56
11021,5511,e.bogachuk,Start,11:23
11022,5511,e.bogachuk,Success,14:26
11023,5512,wallacei,Start,18:30
11024,5512,wallacei,Success,22:58
11025,5513,ninetale,Start,09:33
11026,5513,ninetale,Failure,13:49
11027,5514,aemmafre,Start,22:10
11028,5514,aemmafre,Failure,11:59
11029,5515,meghanki,Start,07:43
11030,5515,meghanki,Failure,03:03
11031,5516,coratant,Start,19:55
11032,5516,coratant,Failure,05:05
11033,5517,yolandep,Start,03:39
11034,5517,yolandep,Failure,23:11
11035,5518,professo,Start,01:37
11036,5518,professo,Failure,15:15
11037,5519,jgerrick,Start,05:53
11038,5519,jgerrick,Success,20:56
11039,5520,kleinerb,Start,23:35
11040,5520,kleinerb,Failure,05:53
11041,5521,roggosce,Start,23:47
11042,5521,roggosce,Failure,09:57
11043,5522,aethando,Start,09:45
11044,5522,aethando,Success,20:44
11045,5523,luanarau,Start,06:30
11046,5523,luanarau,Failure,19:07
11047,5524,machrist,Start,00:24
11048,5524,machrist,Failure,13:37
11049,5525,androwba,Start,23:59
11050,5525,androwba,Success,08:32
11051,5526,rleonard,Start,05:29
11052,5526,rleonard,Failure,17:17
11053,5527,Andrew,Start,23:35
11054,5527,Andrew,Success,04:52
11055,5528,irobin,Start,23:11
11056,5528,irobin,Failure,23:23
11057,5529,sunnitif,Start,22:46
11058,5529,sunnitif,Failure,11:11
11059,5530,chmackey,Start,23:11
11060,5530,chmackey,Failure,11:59
11061,5531,mbulwer,Start,06:30
11062,5531,mbulwer,Success,04:52
11063,5532,scrimgeo,Start,23:11
11064,5532,scrimgeo,Success,12:48
11065,5533,androwba,Start,03:39
11066,5533,androwba,Failure,09:09
11067,5534,vluann,Start,20:20
11068,5534,vluann,Success,22:46
11069,5535,tortilla,Start,08:08
11070,5535,tortilla,Failure,23:23
11071,5536,julietah,Start,14:02
11072,5536,julietah,Failure,11:47
11073,5537,cresswec,Start,00:24
11074,5537,cresswec,Success,00:24
11075,5538,emelinel,Start,22:58
11076,5538,emelinel,Success,08:32
11077,5539,perrosde,Start,15:51
11078,5539,perrosde,Success,02:14
11079,5540,sfleta,Start,20:56
11080,5540,sfleta,Failure,09:57
11081,5541,audiecle,Start,13:37
11082,5541,audiecle,Failure,05:41
11083,5542,audiecle,Start,23:47
11084,5542,audiecle,Success,06:42
11085,5543,molliekh,Start,17:41
11086,5543,molliekh,Success,04:40
11087,5544,umfredra,Start,10:34
11088,5544,umfredra,Failure,07:07
11089,5545,daniawen,Start,20:56
11090,5545,daniawen,Failure,21:21
11091,5546,princess,Start,03:15
11092,5546,princess,Failure,19:43
11093,5547,karnaksp,Start,10:34
11094,5547,karnaksp,Failure,17:05
11095,5548,gojirift,Start,05:29
11096,5548,gojirift,Failure,17:05
11097,5549,kathyhan,Start,17:05
11098,5549,kathyhan,Failure,15:51
11099,5550,minellaa,Start,20:20
11100,5550,minellaa,Success,18:06
11101,5551,adinamar,Start,05:05
11102,5551,adinamar,Failure,03:39
11103,5552,ternesim,Start,08:08
11104,5552,ternesim,Success,22:58
11105,5553,capacitg,Start,19:55
11106,5553,capacitg,Success,22:10
11107,5554,emelinel,Start,08:32
11108,5554,emelinel,Success,14:50
11109,5555,tprobius,Start,10:10
11110,5555,tprobius,Failure,15:15
11111,5556,capacitg,Start,20:56
11112,5556,capacitg,Success,22:46
11113,5557,pallaaxe,Start,04:16
11114,5557,pallaaxe,Success,18:18
11115,5558,princess,Start,21:33
11116,5558,princess,Failure,17:29
11117,5559,twilber,Start,08:56
11118,5559,twilber,Success,00:24
11119,5560,yolandep,Start,06:18
11120,5560,yolandep,Failure,11:11
11121,5561,supertha,Start,16:16
11122,5561,supertha,Failure,07:55
11123,5562,erikursi,Start,18:30
11124,5562,erikursi,Failure,21:09
11125,5563,littleca,Start,13:25
11126,5563,littleca,Success,16:40
11127,5564,gojirift,Start,15:39
11128,5564,gojirift,Failure,09:45
11129,5565,willylyd,Start,14:02
11130,5565,willylyd,Failure,11:59
11131,5566,ccassell,Start,20:32
11132,5566,ccassell,Failure,09:57
11133,5567,rosmertt,Start,10:22
11134,5567,rosmertt,Success,02:38
11135,5568,gehnbrig,Start,07:43
11136,5568,gehnbrig,Failure,23:59
11137,5569,audiedet,Start,09:21
11138,5569,audiedet,Success,00:24
11139,5570,mbulwer,Start,22:46
11140,5570,mbulwer,Success,12:00
11141,5571,rosieamb,Start,02:02
11142,5571,rosieamb,Success,12:00
11143,5572,joellebo,Start,08:56
11144,5572,joellebo,Success,02:26
11145,5573,kcresswe,Start,19:07
11146,5573,kcresswe,Success,18:18
11147,5574,tortilla,Start,02:38
11148,5574,tortilla,Failure,21:45
11149,5575,withersh,Start,22:10
11150,5575,withersh,Failure,07:19
11151,5576,waltlate,Start,01:01
11152,5576,waltlate,Success,16:52
11153,5577,dtammie,Start,06:54
11154,5577,dtammie,Failure,03:15
11155,5578,coratant,Start,05:17
11156,5578,coratant,Success,12:48
11157,5579,starfigd,Start,01:37
11158,5579,starfigd,Success,00:12
11159,5580,rdontos,Start,15:51
11160,5580,rdontos,Success,16:40
11161,5581,harrietb,Start,04:40
11162,5581,harrietb,Failure,01:13
11163,5582,rleonard,Start,16:04
11164,5582,rleonard,Success,14:02
11165,5583,telvina,Start,09:21
11166,5583,telvina,Failure,01:25
11167,5584,ajhin,Start,13:25
11168,5584,ajhin,Success,10:22
11169,5585,norridge,Start,03:27
11170,5585,norridge,Failure,21:33
11171,5586,sensordo,Start,03:27
11172,5586,sensordo,Success,18:30
11173,5587,starfigd,Start,14:14
11174,5587,starfigd,Success,16:04
11175,5588,cindycan,Start,02:02
11176,5588,cindycan,Failure,19:43
11177,5589,waltlate,Start,12:48
11178,5589,waltlate,Success,16:52
11179,5590,macygabr,Start,19:31
11180,5590,macygabr,Success,08:44
11181,5591,barnards,Start,05:41
11182,5591,barnards,Failure,13:13
11183,5592,e.bogachuk,Start,10:34
11184,5592,e.bogachuk,Failure,09:45
11185,5593,demogorg,Start,20:56
11186,5593,demogorg,Success,04:04
11187,5594,wmicha,Start,02:14
11188,5594,wmicha,Failure,03:03
11189,5595,joellebo,Start,11:35
11190,5595,joellebo,Success,08:56
11191,5596,kwukong,Start,03:39
11192,5596,kwukong,Success,00:24
11193,5597,minellaa,Start,06:06
11194,5597,minellaa,Success,10:22
11195,5598,jenegabr,Start,14:02
11196,5598,jenegabr,Success,22:22
11197,5599,lsloey,Start,07:07
11198,5599,lsloey,Failure,23:47
11199,5600,accordij,Start,05:05
11200,5600,accordij,Success,10:34
11201,5601,paulinac,Start,15:03
11202,5601,paulinac,Failure,01:37
11203,5602,nerissas,Start,05:29
11204,5602,nerissas,Failure,15:15
11205,5603,cayennew,Start,14:02
11206,5603,cayennew,Failure,09:57
11207,5604,cgreenbe,Start,23:23
11208,5604,cgreenbe,Success,20:20
11209,5605,carllane,Start,10:58
11210,5605,carllane,Success,00:48
11211,5606,shenmurr,Start,00:48
11212,5606,shenmurr,Success,04:04
11213,5607,loriross,Start,09:33
11214,5607,loriross,Success,22:10
11215,5608,neldaqui,Start,23:35
11216,5608,neldaqui,Success,16:16
11217,5609,mordnore,Start,17:29
11218,5609,mordnore,Success,06:42
11219,5610,meghanki,Start,08:08
11220,5610,meghanki,Success,08:08
11221,5611,bullroag,Start,23:23
11222,5611,bullroag,Failure,09:21
11223,5612,jgerrick,Start,14:02
11224,5612,jgerrick,Success,22:46
11225,5613,audiedet,Start,14:02
11226,5613,audiedet,Success,22:46
11227,5614,utherydg,Start,15:15
11228,5614,utherydg,Failure,23:47
11229,5615,desirelo,Start,11:35
11230,5615,desirelo,Failure,05:53
11231,5616,karleenk,Start,19:07
11232,5616,karleenk,Failure,17:05
11233,5617,sherlynt,Start,19:07
11234,5617,sherlynt,Success,18:06
11235,5618,molliekh,Start,21:21
11236,5618,molliekh,Success,20:20
11237,5619,norridge,Start,05:29
11238,5619,norridge,Success,06:06
11239,5620,clemenha,Start,21:33
11240,5620,clemenha,Failure,09:45
11241,5621,alienchu,Start,22:10
11242,5621,alienchu,Success,20:08
11243,5622,mordnore,Start,10:10
11244,5622,mordnore,Failure,11:47
11245,5623,abbeyrus,Start,23:11
11246,5623,abbeyrus,Failure,19:19
11247,5624,rinkodaw,Start,10:46
11248,5624,rinkodaw,Success,20:44
11249,5625,aethando,Start,22:22
11250,5625,aethando,Failure,11:35
11251,5626,dionecar,Start,01:01
11252,5626,dionecar,Success,12:12
11253,5627,lsloey,Start,23:23
11254,5627,lsloey,Failure,05:29
11255,5628,jdoomfis,Start,13:01
11256,5628,jdoomfis,Success,12:36
11257,5629,doriangr,Start,04:28
11258,5629,doriangr,Failure,19:55
11259,5630,rorgeelp,Start,12:36
11260,5630,rorgeelp,Failure,19:55
11261,5631,carllane,Start,16:52
11262,5631,carllane,Failure,11:35
11263,5632,sunnitif,Start,16:04
11264,5632,sunnitif,Success,12:48
11265,5633,sensordo,Start,19:31
11266,5633,sensordo,Success,22:34
11267,5634,dotharer,Start,02:02
11268,5634,dotharer,Failure,17:53
11269,5635,diabloan,Start,18:30
11270,5635,diabloan,Failure,15:15
11271,5636,carllane,Start,19:55
11272,5636,carllane,Success,22:22
11273,5637,telvina,Start,15:39
11274,5637,telvina,Success,02:38
11275,5638,capacitg,Start,16:40
11276,5638,capacitg,Failure,01:49
11277,5639,stewartn,Start,17:41
11278,5639,stewartn,Success,10:58
11279,5640,ajhin,Start,23:35
11280,5640,ajhin,Success,16:04
11281,5641,adinamar,Start,14:14
11282,5641,adinamar,Failure,13:37
11283,5642,papawfen,Start,10:22
11284,5642,papawfen,Success,10:46
11285,5643,cnathali,Start,07:07
11286,5643,cnathali,Success,10:58
11287,5644,literall,Start,00:36
11288,5644,literall,Success,20:32
11289,5645,dhammer,Start,19:31
11290,5645,dhammer,Success,12:00
11291,5646,hjerilyn,Start,20:32
11292,5646,hjerilyn,Failure,13:13
11293,5647,staunton,Start,17:05
11294,5647,staunton,Failure,15:39
11295,5648,twilber,Start,15:15
11296,5648,twilber,Success,20:08
11297,5649,englishk,Start,14:38
11298,5649,englishk,Failure,23:47
11299,5650,neldaqui,Start,19:43
11300,5650,neldaqui,Success,04:16
11301,5651,jenegabr,Start,16:40
11302,5651,jenegabr,Failure,15:03
11303,5652,camumu,Start,13:01
11304,5652,camumu,Failure,07:43
11305,5653,janissca,Start,00:00
11306,5653,janissca,Success,00:48
11307,5654,dogletho,Start,03:03
11308,5654,dogletho,Success,12:00
11309,5655,erikurfo,Start,20:56
11310,5655,erikurfo,Success,04:40
11311,5656,judgejal,Start,06:18
11312,5656,judgejal,Failure,01:13
11313,5657,jdoomfis,Start,23:59
11314,5657,jdoomfis,Failure,03:27
11315,5658,e.bogachuk,Start,21:33
11316,5658,e.bogachuk,Success,10:46
11317,5659,malenaro,Start,04:52
11318,5659,malenaro,Success,04:04
11319,5660,ronniele,Start,10:58
11320,5660,ronniele,Failure,15:51
11321,5661,nwiley,Start,11:59
11322,5661,nwiley,Success,06:06
11323,5662,professo,Start,13:13
11324,5662,professo,Success,22:58
11325,5663,scrimgeo,Start,20:08
11326,5663,scrimgeo,Success,12:00
11327,5664,perrosde,Start,05:41
11328,5664,perrosde,Success,22:34
11329,5665,slyviada,Start,04:52
11330,5665,slyviada,Success,18:06
11331,5666,literall,Start,01:01
11332,5666,literall,Failure,17:53
11333,5667,alienchu,Start,19:55
11334,5667,alienchu,Failure,23:47
11335,5668,staunton,Start,08:08
11336,5668,staunton,Failure,03:27
11337,5669,roggosce,Start,09:45
11338,5669,roggosce,Success,04:28
11339,5670,hjerilyn,Start,02:38
11340,5670,hjerilyn,Failure,19:55
11341,5671,neldaqui,Start,08:08
11342,5671,neldaqui,Success,12:48
11343,5672,erikursi,Start,20:32
11344,5672,erikursi,Failure,01:13
11345,5673,vluann,Start,20:56
