id,checkid,vertercheckstatus,time
12780,6390,Success,12:36
12781,6391,Start,14:14
12782,6391,Failure,21:09
12783,6392,Start,09:57
12784,6392,Success,22:46
12785,6393,Start,20:56
12786,6393,Success,20:32
12787,6394,Start,10:46
12788,6394,Success,16:04
12789,6395,Start,05:29
12790,6395,Success,20:20
12791,6396,Start,01:01
12792,6396,Success,12:24
12793,6397,Start,19:55
12794,6397,Success,02:50
12795,6398,Start,00:12
12796,6398,Failure,13:25
12797,6399,Start,12:48
12798,6399,Success,06:30
12799,6400,Start,19:07
12800,6400,Success,16:16
12801,6401,Start,03:39
12802,6401,Success,04:04
12803,6402,Start,03:51
12804,6402,Success,14:26
12805,6403,Start,06:06
12806,6403,Success,14:26
12807,6404,Start,20:20
12808,6404,Success,22:34
12809,6405,Start,21:45
12810,6405,Success,18:54
12811,6406,Start,00:12
12812,6406,Success,00:48
12813,6407,Start,00:24
12814,6407,Success,02:50
12815,6408,Start,09:57
12816,6408,Success,10:10
12817,6409,Start,12:24
12818,6409,Failure,19:43
12819,6410,Start,04:40
12820,6410,Success,12:12
12821,6411,Start,01:01
12822,6411,Success,04:52
12823,6412,Start,21:57
12824,6412,Success,14:02
12825,6413,Start,08:08
12826,6413,Failure,01:25
12827,6414,Start,23:59
12828,6414,Success,18:18
12829,6415,Start,09:21
12830,6415,Failure,03:15
12831,6416,Start,02:26
12832,6416,Success,18:30
12833,6417,Start,23:23
12834,6417,Failure,09:09
12835,6418,Start,20:20
12836,6418,Failure,17:17
12837,6419,Start,11:35
12838,6419,Failure,03:39
12839,6420,Start,16:04
12840,6420,Success,02:26
12841,6421,Start,18:06
12842,6421,Failure,07:07
12843,6422,Start,17:29
12844,6422,Failure,15:03
12845,6423,Start,10:46
12846,6423,Failure,07:43
12847,6424,Start,15:39
12848,6424,Success,04:28
12849,6425,Start,11:23
12850,6425,Failure,03:51
12851,6426,Start,03:03
12852,6426,Failure,23:59
12853,6427,Start,01:49
12854,6427,Success,02:38
12855,6428,Start,22:22
12856,6428,Success,00:00
12857,6429,Start,17:29
12858,6429,Success,16:04
12859,6430,Start,17:05
12860,6430,Success,08:32
12861,6431,Start,01:49
12862,6431,Failure,07:31
12863,6432,Start,22:10
12864,6432,Success,08:32
12865,6433,Start,15:51
12866,6433,Failure,13:01
12867,6434,Start,18:06
12868,6434,Success,22:34
12869,6435,Start,04:04
12870,6435,Success,20:08
12871,6436,Start,06:06
12872,6436,Failure,01:37
12873,6437,Start,20:44
12874,6437,Success,14:14
12875,6438,Start,18:06
12876,6438,Success,22:10
12877,6439,Start,05:29
12878,6439,Success,14:26
12879,6440,Start,08:20
12880,6440,Success,14:14
12881,6441,Start,03:03
12882,6441,Success,16:52
12883,6442,Start,01:37
12884,6442,Failure,01:13
12885,6443,Start,23:11
12886,6443,Failure,19:43
12887,6444,Start,01:01
12888,6444,Success,18:18
12889,6445,Start,23:59
12890,6445,Success,16:16
12891,6446,Start,21:33
12892,6446,Failure,09:57
12893,6447,Start,21:33
12894,6447,Success,02:14
12895,6448,Start,23:47
12896,6448,Success,22:46
12897,6449,Start,07:55
12898,6449,Failure,19:43
12899,6450,Start,07:19
12900,6450,Success,14:14
12901,6451,Start,16:28
12902,6451,Success,16:40
12903,6452,Start,10:34
12904,6452,Failure,05:17
12905,6453,Start,06:30
12906,6453,Failure,15:03
12907,6454,Start,07:07
12908,6454,Success,08:44
12909,6455,Start,17:53
12910,6455,Failure,07:55
12911,6456,Start,13:37
12912,6456,Failure,13:01
12913,6457,Start,11:11
12914,6457,Failure,03:51
12915,6458,Start,07:55
12916,6458,Success,14:26
12917,6459,Start,16:16
12918,6459,Failure,13:13
12919,6460,Start,16:40
12920,6460,Failure,13:37
12921,6461,Start,21:33
12922,6461,Success,10:10
12923,6462,Start,09:33
12924,6462,Failure,07:55
12925,6463,Start,07:31
12926,6463,Failure,23:23
12927,6464,Start,02:02
12928,6464,Failure,07:55
12929,6465,Start,19:07
12930,6465,Success,00:24
12931,6466,Start,01:37
12932,6466,Failure,21:57
12933,6467,Start,04:40
12934,6467,Failure,11:47
12935,6468,Start,22:10
12936,6468,Failure,11:23
12937,6469,Start,19:43
12938,6469,Failure,07:31
12939,6470,Start,03:51
12940,6470,Failure,19:43
12941,6471,Start,12:36
12942,6471,Success,10:46
12943,6472,Start,19:07
12944,6472,Failure,09:45
12945,6473,Start,00:48
12946,6473,Success,06:42
12947,6474,Start,18:54
12948,6474,Failure,19:31
12949,6475,Start,10:22
12950,6475,Failure,11:59
12951,6476,Start,18:18
12952,6476,Failure,07:43
12953,6477,Start,13:13
12954,6477,Failure,15:03
12955,6478,Start,19:31
12956,6478,Failure,03:51
12957,6479,Start,12:12
12958,6479,Success,00:36
12959,6480,Start,03:03
12960,6480,Success,10:58
12961,6481,Start,11:11
12962,6481,Success,02:50
12963,6482,Start,17:41
12964,6482,Success,00:24
12965,6483,Start,17:17
12966,6483,Success,10:10
12967,6484,Start,17:53
12968,6484,Success,00:36
12969,6485,Start,17:05
12970,6485,Success,10:58
12971,6486,Start,05:17
12972,6486,Success,08:56
12973,6487,Start,04:40
12974,6487,Success,18:42
12975,6488,Start,16:28
12976,6488,Success,00:24
12977,6489,Start,22:22
12978,6489,Success,06:18
12979,6490,Start,09:57
12980,6490,Success,02:50
12981,6491,Start,01:13
12982,6491,Failure,01:49
12983,6492,Start,21:57
12984,6492,Failure,17:29
12985,6493,Start,08:56
12986,6493,Success,18:30
12987,6494,Start,22:46
12988,6494,Failure,07:43
12989,6495,Start,19:07
12990,6495,Success,02:26
12991,6496,Start,01:37
12992,6496,Failure,21:33
12993,6497,Start,19:19
12994,6497,Success,16:40
12995,6498,Start,16:52
12996,6498,Success,22:46
12997,6499,Start,07:31
12998,6499,Failure,11:47
12999,6500,Start,01:01
13000,6500,Failure,17:17
13001,6501,Start,15:27
13002,6501,Failure,07:07
13003,6502,Start,00:48
13004,6502,Success,14:50
13005,6503,Start,13:37
13006,6503,Failure,21:33
13007,6504,Start,22:58
13008,6504,Success,22:46
13009,6505,Start,17:17
13010,6505,Failure,19:43
13011,6506,Start,09:45
13012,6506,Success,10:10
13013,6507,Start,21:45
13014,6507,Success,10:58
13015,6508,Start,05:17
13016,6508,Failure,17:41
13017,6509,Start,18:30
13018,6509,Failure,19:55
13019,6510,Start,15:51
13020,6510,Success,00:48
13021,6511,Start,23:59
13022,6511,Success,14:50
13023,6512,Start,20:44
13024,6512,Success,08:20
13025,6513,Start,09:33
13026,6513,Failure,19:55
13027,6514,Start,15:27
13028,6514,Failure,17:17
13029,6515,Start,12:48
13030,6515,Success,22:10
13031,6516,Start,19:07
13032,6516,Failure,17:05
13033,6517,Start,10:34
13034,6517,Success,14:14
13035,6518,Start,21:45
13036,6518,Success,14:02
13037,6519,Start,01:25
13038,6519,Success,18:54
13039,6520,Start,01:01
13040,6520,Failure,09:33
13041,6521,Start,07:31
13042,6521,Success,18:06
13043,6522,Start,13:13
13044,6522,Success,08:20
13045,6523,Start,19:19
13046,6523,Success,16:52
13047,6524,Start,03:15
13048,6524,Failure,19:55
13049,6525,Start,02:50
13050,6525,Failure,05:29
13051,6526,Start,13:01
13052,6526,Failure,01:25
13053,6527,Start,19:07
13054,6527,Success,08:32
13055,6528,Start,15:15
13056,6528,Success,12:48
13057,6529,Start,11:11
13058,6529,Success,12:12
13059,6530,Start,23:35
13060,6530,Success,14:50
13061,6531,Start,20:32
13062,6531,Success,06:54
13063,6532,Start,10:46
13064,6532,Failure,15:51
13065,6533,Start,17:29
13066,6533,Failure,07:43
13067,6534,Start,23:35
13068,6534,Failure,17:17
13069,6535,Start,14:50
13070,6535,Failure,23:23
13071,6536,Start,21:21
13072,6536,Success,16:04
13073,6537,Start,05:53
13074,6537,Failure,15:03
13075,6538,Start,08:08
13076,6538,Success,20:56
13077,6539,Start,06:06
13078,6539,Success,14:38
13079,6540,Start,08:44
13080,6540,Failure,23:35
13081,6541,Start,11:11
13082,6541,Success,20:20
13083,6542,Start,09:45
13084,6542,Failure,01:25
13085,6543,Start,13:25
13086,6543,Success,12:00
13087,6544,Start,07:07
13088,6544,Success,02:02
13089,6545,Start,12:48
13090,6545,Success,14:14
13091,6546,Start,01:01
13092,6546,Failure,19:43
13093,6547,Start,01:49
13094,6547,Success,18:18
13095,6548,Start,15:15
13096,6548,Success,14:14
13097,6549,Start,14:02
13098,6549,Success,04:40
13099,6550,Start,12:48
13100,6550,Failure,01:01
13101,6551,Start,23:59
13102,6551,Success,06:30
13103,6552,Start,08:08
13104,6552,Failure,19:43
13105,6553,Start,20:56
13106,6553,Failure,05:17
13107,6554,Start,01:37
13108,6554,Failure,01:01
13109,6555,Start,07:19
13110,6555,Success,18:42
13111,6556,Start,02:38
13112,6556,Failure,11:35
13113,6557,Start,13:01
13114,6557,Success,00:12
13115,6558,Start,11:59
13116,6558,Success,04:04
13117,6559,Start,08:20
13118,6559,Failure,15:15
13119,6560,Start,02:50
13120,6560,Success,02:26
13121,6561,Start,08:56
13122,6561,Success,14:50
13123,6562,Start,22:34
13124,6562,Failure,03:51
13125,6563,Start,20:20
13126,6563,Failure,17:53
13127,6564,Start,14:02
13128,6564,Success,16:40
13129,6565,Start,02:38
13130,6565,Success,22:46
13131,6566,Start,08:44
13132,6566,Success,20:08
13133,6567,Start,10:58
13134,6567,Success,06:30
13135,6568,Start,02:38
13136,6568,Failure,21:09
13137,6569,Start,12:00
13138,6569,Success,16:52
13139,6570,Start,08:32
13140,6570,Success,06:54
13141,6571,Start,05:53
13142,6571,Success,20:32
13143,6572,Start,08:20
13144,6572,Success,18:42
13145,6573,Start,22:22
13146,6573,Failure,17:53
13147,6574,Start,15:03
13148,6574,Failure,19:55
13149,6575,Start,05:17
13150,6575,Failure,17:41
13151,6576,Start,08:32
13152,6576,Failure,01:13
13153,6577,Start,16:52
13154,6577,Success,10:34
13155,6578,Start,04:28
13156,6578,Failure,21:57
13157,6579,Start,21:09
13158,6579,Failure,05:29
13159,6580,Start,19:07
13160,6580,Success,00:12
13161,6581,Start,03:39
13162,6581,Success,22:22
13163,6582,Start,04:28
13164,6582,Success,10:10
13165,6583,Start,09:09
13166,6583,Success,12:48
13167,6584,Start,17:53
13168,6584,Success,14:26
13169,6585,Start,04:28
13170,6585,Failure,21:45
13171,6586,Start,18:54
13172,6586,Failure,17:53
13173,6587,Start,00:12
13174,6587,Success,02:26
13175,6588,Start,22:22
13176,6588,Failure,09:09
13177,6589,Start,11:35
13178,6589,Failure,21:45
13179,6590,Start,03:15
13180,6590,Success,10:22
13181,6591,Start,23:47
13182,6591,Failure,11:35
13183,6592,Start,04:04
13184,6592,Success,16:52
13185,6593,Start,00:48
13186,6593,Failure,07:43
13187,6594,Start,11:59
13188,6594,Failure,17:29
13189,6595,Start,14:26
13190,6595,Success,16:40
13191,6596,Start,06:18
13192,6596,Failure,21:33
13193,6597,Start,19:55
13194,6597,Failure,07:31
13195,6598,Start,23:59
13196,6598,Success,10:58
13197,6599,Start,18:30
13198,6599,Failure,03:27
13199,6600,Start,23:11
13200,6600,Success,22:58
13201,6601,Start,18:06
13202,6601,Failure,23:47
13203,6602,Start,12:24
13204,6602,Success,02:50
13205,6603,Start,06:18
13206,6603,Success,06:06
13207,6604,Start,15:39
13208,6604,Failure,01:01
13209,6605,Start,03:51
13210,6605,Success,22:10
13211,6606,Start,20:56
13212,6606,Success,00:00
13213,6607,Start,15:27
13214,6607,Success,14:02
13215,6608,Start,00:12
13216,6608,Failure,15:03
13217,6609,Start,07:55
13218,6609,Success,22:10
13219,6610,Start,22:58
13220,6610,Success,00:48
13221,6611,Start,03:27
13222,6611,Success,04:28
13223,6612,Start,01:13
13224,6612,Success,16:28
13225,6613,Start,21:33
13226,6613,Success,02:26
13227,6614,Start,21:09
13228,6614,Failure,03:51
13229,6615,Start,11:35
13230,6615,Success,20:44
13231,6616,Start,06:30
13232,6616,Success,22:58
13233,6617,Start,06:54
13234,6617,Success,06:42
13235,6618,Start,22:34
13236,6618,Success,18:30
13237,6619,Start,11:59
13238,6619,Failure,07:55
13239,6620,Start,00:24
13240,6620,Success,00:12
13241,6621,Start,02:26
13242,6621,Success,06:06
13243,6622,Start,06:54
13244,6622,Success,10:46
13245,6623,Start,16:28
13246,6623,Failure,13:13
13247,6624,Start,20:32
13248,6624,Success,22:34
13249,6625,Start,11:59
13250,6625,Failure,17:17
13251,6626,Start,15:51
13252,6626,Success,20:56
13253,6627,Start,17:41
13254,6627,Success,22:46
13255,6628,Start,10:58
13256,6628,Failure,05:53
13257,6629,Start,02:38
13258,6629,Failure,07:31
13259,6630,Start,19:07
13260,6630,Failure,07:31
13261,6631,Start,20:20
13262,6631,Success,00:48
13263,6632,Start,00:24
13264,6632,Failure,03:27
13265,6633,Start,21:33
13266,6633,Success,02:14
13267,6634,Start,08:56
13268,6634,Failure,05:05
13269,6635,Start,21:33
13270,6635,Failure,17:29
13271,6636,Start,12:48
13272,6636,Success,10:58
13273,6637,Start,14:14
13274,6637,Failure,07:43
13275,6638,Start,19:19
13276,6638,Failure,09:21
13277,6639,Start,08:32
13278,6639,Success,08:08
13279,6640,Start,05:05
13280,6640,Success,04:28
13281,6641,Start,21:33
13282,6641,Failure,09:57
13283,6642,Start,21:33
13284,6642,Success,06:30
13285,6643,Start,10:34
13286,6643,Success,14:50
13287,6644,Start,00:36
13288,6644,Success,10:58
13289,6645,Start,17:29
13290,6645,Success,02:50
13291,6646,Start,13:25
13292,6646,Failure,09:09
13293,6647,Start,02:14
13294,6647,Failure,21:21
13295,6648,Start,11:11
13296,6648,Failure,15:15
13297,6649,Start,09:33
13298,6649,Failure,09:57
13299,6650,Start,10:10
13300,6650,Success,14:14
13301,6651,Start,01:13
13302,6651,Failure,17:17
13303,6652,Start,10:22
13304,6652,Failure,17:29
13305,6653,Start,16:28
13306,6653,Success,12:12
13307,6654,Start,21:21
13308,6654,Success,12:36
13309,6655,Start,18:30
13310,6655,Success,22:10
13311,6656,Start,13:49
13312,6656,Failure,11:59
13313,6657,Start,18:54
13314,6657,Failure,07:07
13315,6658,Start,03:03
13316,6658,Failure,19:55
13317,6659,Start,12:00
13318,6659,Success,02:38
13319,6660,Start,23:23
13320,6660,Failure,05:53
13321,6661,Start,11:59
13322,6661,Failure,05:53
13323,6662,Start,21:33
13324,6662,Success,20:44
13325,6663,Start,01:01
13326,6663,Failure,01:13
13327,6664,Start,08:08
13328,6664,Failure,11:23
13329,6665,Start,15:39
13330,6665,Success,18:18
13331,6666,Start,07:07
13332,6666,Failure,19:31
13333,6667,Start,03:51
13334,6667,Success,18:54
13335,6668,Start,16:04
13336,6668,Success,08:44
13337,6669,Start,12:00
13338,6669,Failure,11:47
13339,6670,Start,15:15
13340,6670,Success,14:38
13341,6671,Start,06:30
13342,6671,Success,22:34
13343,6672,Start,00:12
13344,6672,Success,16:28
13345,6673,Start,23:23
13346,6673,Failure,05:41
13347,6674,Start,15:39
13348,6674,Failure,19:31
13349,6675,Start,19:07
13350,6675,Success,02:26
13351,6676,Start,11:23
13352,6676,Failure,07:07
13353,6677,Start,07:07
13354,6677,Failure,09:57
13355,6678,Start,06:06
13356,6678,Failure,21:57
13357,6679,Start,09:45
13358,6679,Failure,03:15
13359,6680,Start,00:36
13360,6680,Failure,21:45
13361,6681,Start,06:06
13362,6681,Success,18:30
13363,6682,Start,10:46
13364,6682,Success,22:10
13365,6683,Start,16:40
13366,6683,Success,20:44
13367,6684,Start,09:45
13368,6684,Success,04:04
13369,6685,Start,18:30
13370,6685,Failure,11:23
13371,6686,Start,17:05
13372,6686,Success,04:40
13373,6687,Start,13:37
13374,6687,Success,18:18
13375,6688,Start,22:58
13376,6688,Failure,11:35
13377,6689,Start,21:45
13378,6689,Success,20:56
13379,6690,Start,04:28
13380,6690,Failure,13:49
13381,6691,Start,07:07
13382,6691,Success,12:12
13383,6692,Start,13:37
13384,6692,Success,18:30
13385,6693,Start,22:34
13386,6693,Failure,09:57
13387,6694,Start,19:31
13388,6694,Failure,01:25
13389,6695,Start,06:42
13390,6695,Failure,03:15
13391,6696,Start,00:48
13392,6696,Success,08:08
13393,6697,Start,16:16
13394,6697,Success,00:36
13395,6698,Start,20:32
13396,6698,Success,00:24
13397,6699,Start,18:54
13398,6699,Failure,23:23
13399,6700,Start,00:24
13400,6700,Failure,11:35
13401,6701,Start,16:28
13402,6701,Success,02:26
13403,6702,Start,15:51
13404,6702,Success,20:32
13405,6703,Start,22:34
13406,6703,Success,12:00
13407,6704,Start,22:46
13408,6704,Failure,21:45
13409,6705,Start,21:09
13410,6705,Failure,15:15
13411,6706,Start,13:01
13412,6706,Success,14:14
13413,6707,Start,07:55
13414,6707,Success,16:28
13415,6708,Start,18:30
13416,6708,Success,06:42
13417,6709,Start,07:07
13418,6709,Success,08:32
13419,6710,Start,12:36
13420,6710,Failure,05:17
13421,6711,Start,19:43
13422,6711,Success,16:04
13423,6712,Start,18:54
13424,6712,Success,06:42
13425,6713,Start,05:29
13426,6713,Failure,23:47
13427,6714,Start,18:18
13428,6714,Failure,23:23
13429,6715,Start,01:49
13430,6715,Failure,15:51
13431,6716,Start,09:09
13432,6716,Failure,17:29
13433,6717,Start,07:55
13434,6717,Success,10:58
13435,6718,Start,21:33
13436,6718,Failure,01:25
13437,6719,Start,02:14
13438,6719,Success,04:40
13439,6720,Start,05:41
13440,6720,Failure,15:03
13441,6721,Start,10:10
13442,6721,Failure,19:31
13443,6722,Start,03:15
13444,6722,Success,12:24
13445,6723,Start,04:40
13446,6723,Success,20:56
13447,6724,Start,01:25
13448,6724,Success,18:54
13449,6725,Start,16:04
13450,6725,Failure,11:59
13451,6726,Start,16:04
13452,6726,Failure,23:47
13453,6727,Start,14:26
13454,6727,Failure,09:21
13455,6728,Start,06:06
13456,6728,Failure,11:35
13457,6729,Start,14:38
13458,6729,Failure,13:01
13459,6730,Start,09:57
13460,6730,Failure,11:23
13461,6731,Start,04:04
13462,6731,Success,22:58
13463,6732,Start,00:36
13464,6732,Success,00:00
13465,6733,Start,08:56
13466,6733,Success,12:24
13467,6734,Start,17:05
13468,6734,Success,10:46
13469,6735,Start,16:16
13470,6735,Success,18:54
13471,6736,Start,05:29
13472,6736,Success,20:20
13473,6737,Start,01:49
13474,6737,Success,18:18
13475,6738,Start,04:16
13476,6738,Success,04:04
13477,6739,Start,20:56
13478,6739,Failure,03:15
13479,6740,Start,16:16
13480,6740,Failure,01:25
13481,6741,Start,05:05
13482,6741,Failure,01:49
13483,6742,Start,12:48
13484,6742,Success,20:56
13485,6743,Start,16:52
13486,6743,Failure,03:03
13487,6744,Start,23:47
13488,6744,Failure,19:31
13489,6745,Start,12:48
13490,6745,Failure,07:55
13491,6746,Start,14:14
13492,6746,Failure,07:07
13493,6747,Start,02:38
13494,6747,Success,18:06
13495,6748,Start,12:00
13496,6748,Failure,05:29
13497,6749,Start,22:46
13498,6749,Success,04:52
13499,6750,Start,10:10
13500,6750,Failure,19:07
13501,6751,Start,03:03
13502,6751,Success,20:56
13503,6752,Start,08:32
13504,6752,Success,22:22
13505,6753,Start,18:06
13506,6753,Success,02:26
13507,6754,Start,06:54
13508,6754,Success,20:20
13509,6755,Start,21:57
13510,6755,Success,02:14
13511,6756,Start,12:12
13512,6756,Failure,17:41
13513,6757,Start,22:58
13514,6757,Failure,17:29
13515,6758,Start,18:18
13516,6758,Success,14:26
13517,6759,Start,05:41
13518,6759,Failure,05:41
13519,6760,Start,18:54
13520,6760,Success,20:44
13521,6761,Start,10:22
13522,6761,Success,18:06
13523,6762,Start,15:39
13524,6762,Failure,05:29
13525,6763,Start,04:28
13526,6763,Success,02:38
13527,6764,Start,18:18
13528,6764,Failure,05:41
13529,6765,Start,22:34
13530,6765,Success,18:30
13531,6766,Start,09:09
13532,6766,Success,12:36
13533,6767,Start,20:20
13534,6767,Success,04:28
13535,6768,Start,22:10
13536,6768,Failure,21:45
13537,6769,Start,12:24
13538,6769,Success,20:08
13539,6770,Start,05:17
13540,6770,Failure,17:17
13541,6771,Start,04:16
13542,6771,Success,10:58
13543,6772,Start,17:17
13544,6772,Failure,03:03
13545,6773,Start,16:28
13546,6773,Failure,01:49
13547,6774,Start,02:02
13548,6774,Success,06:54
13549,6775,Start,13:49
13550,6775,Success,16:40
13551,6776,Start,11:11
13552,6776,Success,00:12
13553,6777,Start,01:01
13554,6777,Success,04:52
13555,6778,Start,05:29
13556,6778,Failure,01:01
13557,6779,Start,07:31
13558,6779,Success,06:18
13559,6780,Start,22:58
13560,6780,Failure,13:25
13561,6781,Start,20:56
13562,6781,Failure,09:33
13563,6782,Start,19:31
13564,6782,Failure,13:25
13565,6783,Start,05:41
13566,6783,Failure,05:17
13567,6784,Start,11:47
13568,6784,Failure,17:29
13569,6785,Start,16:40
13570,6785,Failure,09:09
13571,6786,Start,06:18
13572,6786,Failure,09:21
13573,6787,Start,20:20
13574,6787,Failure,05:29
13575,6788,Start,01:01
13576,6788,Success,16:28
13577,6789,Start,07:43
13578,6789,Success,02:02
13579,6790,Start,02:38
13580,6790,Failure,01:49
13581,6791,Start,03:39
13582,6791,Success,12:24
13583,6792,Start,20:08
13584,6792,Success,06:42
13585,6793,Start,17:17
13586,6793,Failure,23:47
13587,6794,Start,06:18
13588,6794,Success,04:52
13589,6795,Start,13:01
13590,6795,Success,16:04
13591,6796,Start,04:40
13592,6796,Failure,23:47
13593,6797,Start,18:06
13594,6797,Success,18:06
13595,6798,Start,19:19
13596,6798,Failure,09:45
13597,6799,Start,07:43
13598,6799,Success,02:38
13599,6800,Start,01:01
13600,6800,Failure,05:41
13601,6801,Start,23:59
13602,6801,Success,06:06
13603,6802,Start,19:55
13604,6802,Failure,21:33
13605,6803,Start,00:48
13606,6803,Failure,21:45
13607,6804,Start,12:12
13608,6804,Success,22:58
13609,6805,Start,16:04
13610,6805,Success,02:26
13611,6806,Start,15:15
13612,6806,Failure,01:25
13613,6807,Start,05:53
13614,6807,Failure,03:39
13615,6808,Start,19:31
13616,6808,Success,10:58
13617,6809,Start,20:32
13618,6809,Success,18:54
13619,6810,Start,21:21
13620,6810,Failure,03:39
13621,6811,Start,19:07
13622,6811,Success,14:50
13623,6812,Start,02:14
13624,6812,Success,04:40
13625,6813,Start,07:43
13626,6813,Success,10:58
13627,6814,Start,18:42
13628,6814,Failure,05:29
13629,6815,Start,06:18
13630,6815,Success,10:34
13631,6816,Start,13:13
13632,6816,Failure,03:39
13633,6817,Start,08:56
13634,6817,Success,06:42
13635,6818,Start,23:23
13636,6818,Failure,05:53
13637,6819,Start,06:30
13638,6819,Success,18:42
13639,6820,Start,05:29
13640,6820,Success,16:04
13641,6821,Start,03:51
13642,6821,Failure,23:23
13643,6822,Start,11:47
13644,6822,Failure,17:17
13645,6823,Start,16:04
13646,6823,Failure,19:43
13647,6824,Start,07:19
13648,6824,Failure,13:25
13649,6825,Start,01:37
13650,6825,Success,08:44
13651,6826,Start,04:40
13652,6826,Failure,13:13
13653,6827,Start,19:55
13654,6827,Failure,13:25
13655,6828,Start,02:14
13656,6828,Failure,03:39
13657,6829,Start,07:07
13658,6829,Failure,09:45
13659,6830,Start,13:25
13660,6830,Success,04:28
13661,6831,Start,14:50
13662,6831,Success,16:04
13663,6832,Start,18:30
13664,6832,Success,16:04
13665,6833,Start,22:34
13666,6833,Failure,21:33
13667,6834,Start,23:59
13668,6834,Failure,23:23
13669,6835,Start,17:29
13670,6835,Success,08:08
13671,6836,Start,16:04
13672,6836,Failure,17:05
13673,6837,Start,17:53
13674,6837,Failure,21:45
13675,6838,Start,12:24
13676,6838,Failure,15:03
13677,6839,Start,04:40
13678,6839,Failure,13:37
13679,6840,Start,05:41
13680,6840,Success,22:58
13681,6841,Start,16:16
13682,6841,Failure,19:31
13683,6842,Start,01:49
13684,6842,Failure,13:25
13685,6843,Start,15:27
13686,6843,Success,02:02
13687,6844,Start,11:23
13688,6844,Failure,01:25
13689,6845,Start,22:22
13690,6845,Failure,03:03
13691,6846,Start,23:23
13692,6846,Success,22:58
13693,6847,Start,13:01
13694,6847,Success,18:18
13695,6848,Start,06:54
13696,6848,Success,12:12
13697,6849,Start,03:39
13698,6849,Failure,07:07
13699,6850,Start,22:46
13700,6850,Failure,19:19
13701,6851,Start,11:23
13702,6851,Success,04:28
13703,6852,Start,07:31
13704,6852,Success,18:30
13705,6853,Start,08:20
13706,6853,Failure,17:53
13707,6854,Start,10:46
13708,6854,Failure,19:43
13709,6855,Start,13:13
13710,6855,Failure,01:01
13711,6856,Start,18:30
13712,6856,Success,10:46
13713,6857,Start,23:47
13714,6857,Success,22:34
13715,6858,Start,19:19
13716,6858,Failure,01:01
13717,6859,Start,05:53
13718,6859,Success,16:52
13719,6860,Start,11:59
13720,6860,Failure,17:17
13721,6861,Start,09:09
13722,6861,Success,02:38
13723,6862,Start,00:12
13724,6862,Failure,23:35
13725,6863,Start,09:21
13726,6863,Failure,19:07
13727,6864,Start,00:48
13728,6864,Success,20:56
13729,6865,Start,14:38
13730,6865,Failure,19:43
13731,6866,Start,06:54
13732,6866,Success,12:00
13733,6867,Start,22:10
13734,6867,Failure,15:39
13735,6868,Start,08:32
13736,6868,Failure,23:59
13737,6869,Start,01:25
13738,6869,Success,10:10
13739,6870,Start,21:45
13740,6870,Failure,01:25
13741,6871,Start,01:01
13742,6871,Success,14:14
13743,6872,Start,12:24
13744,6872,Failure,21:57
13745,6873,Start,01:01
13746,6873,Failure,09:45
13747,6874,Start,20:20
13748,6874,Success,00:12
13749,6875,Start,22:58
13750,6875,Failure,09:21
13751,6876,Start,22:34
13752,6876,Success,20:20
13753,6877,Start,12:00
13754,6877,Success,14:02
13755,6878,Start,08:56
13756,6878,Success,02:38
13757,6879,Start,10:22
13758,6879,Failure,09:33
13759,6880,Start,03:15
13760,6880,Failure,19:31
13761,6881,Start,01:37
13762,6881,Failure,01:25
13763,6882,Start,19:31
13764,6882,Failure,15:15
13765,6883,Start,10:46
13766,6883,Failure,15:39
13767,6884,Start,07:55
13768,6884,Success,20:56
13769,6885,Start,14:38
13770,6885,Success,14:02
13771,6886,Start,11:23
13772,6886,Success,08:20
13773,6887,Start,20:44
13774,6887,Success,10:34
13775,6888,Start,07:31
13776,6888,Failure,17:53
13777,6889,Start,17:41
13778,6889,Success,06:18
13779,6890,Start,18:06
13780,6890,Success,00:36
13781,6891,Start,17:05
13782,6891,Success,16:40
13783,6892,Start,12:24
13784,6892,Failure,01:13
13785,6893,Start,02:14
13786,6893,Success,16:28
13787,6894,Start,04:16
13788,6894,Success,00:36
13789,6895,Start,22:58
13790,6895,Success,20:32
13791,6896,Start,16:04
13792,6896,Failure,11:11
13793,6897,Start,02:02
13794,6897,Failure,19:43
13795,6898,Start,04:40
13796,6898,Failure,01:49
13797,6899,Start,06:06
13798,6899,Failure,09:21
13799,6900,Start,23:59
13800,6900,Failure,17:05
13801,6901,Start,15:51
13802,6901,Failure,07:19
13803,6902,Start,08:44
13804,6902,Success,14:02
13805,6903,Start,12:24
13806,6903,Failure,21:45
13807,6904,Start,15:27
13808,6904,Failure,15:15
13809,6905,Start,13:01
13810,6905,Success,14:02
13811,6906,Start,11:23
13812,6906,Failure,01:25
13813,6907,Start,17:41
13814,6907,Success,10:22
13815,6908,Start,23:35
13816,6908,Failure,13:01
13817,6909,Start,06:18
13818,6909,Success,10:58
13819,6910,Start,09:45
13820,6910,Failure,15:27
13821,6911,Start,18:18
13822,6911,Failure,03:51
13823,6912,Start,03:51
13824,6912,Failure,09:45
13825,6913,Start,06:30
13826,6913,Success,08:44
13827,6914,Start,06:30
13828,6914,Success,06:06
13829,6915,Start,17:17
13830,6915,Success,20:08
13831,6916,Start,06:18
13832,6916,Failure,07:43
13833,6917,Start,15:03
13834,6917,Success,12:36
13835,6918,Start,06:54
